Tour,Commonality with MSA heuristic,Min commonality with MSA,Avg commonality with MSA,Max commonality with MSA
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,27,31,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,36.50,43.06
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,71,35,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,21,61,60,20,16,28,31,27,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,33.33,36.46,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,27,31,39,41,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.57,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,31,27,41,39,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.46,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,27,31,41,39,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.38,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,29,17,18,30,31,27,39,41,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.38,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,31,27,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.34,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,35,71,70,34,66,58,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,31,27,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.30,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,31,27,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,35.03,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,31,27,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,31.94,35.03,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,21,61,60,20,16,28,29,17,18,30,31,27,41,39,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.41,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.37,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,29,17,18,30,31,27,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.34,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.34,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.30,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,27,31,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,34.18,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,31,27,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.18,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.10,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,21,61,60,20,16,28,29,17,18,30,31,27,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.10,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,27,31,41,39,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.03,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,34.03,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,35,71,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,27,31,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,33.95,38.89
"[0,40,43,3,2,42,39,41,5,1,38,26,25,37,36,24,27,31,35,71,32,68,69,33,34,70,66,58,57,65,64,56,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,28,16,17,29,30,18,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,33.56,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,35,71,70,34,66,58,57,65,64,56,67,59,53,45,44,52,55,47,46,54,63,23,22,62,21,61,60,20,16,28,31,27,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,30.56,33.45,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,33.33,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,41,39,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,33.26,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,33.26,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,41,39,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,33.18,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,31,27,41,39,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,27.78,33.06,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,31,27,41,39,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,27.78,32.99,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,32.95,38.89
"[0,40,3,43,42,2,5,1,41,39,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,16,28,29,17,18,30,31,27,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,32.75,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,71,35,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,31,27,41,39,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,27.78,32.72,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,31,27,41,39,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,32.68,38.89
"[0,40,43,3,2,42,36,24,25,37,38,26,35,71,68,32,33,69,34,70,66,58,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,29.17,32.64,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,35,71,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,31,27,39,41,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,27.78,32.06,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,35,71,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,31,27,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,27.78,32.06,37.50
"[0,40,43,3,2,42,1,5,41,39,38,26,25,37,36,24,31,27,30,18,17,29,33,69,68,32,35,71,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,62,22,21,61,60,20,28,16,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,27.78,31.60,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,68,32,35,71,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,27,31,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",61.11,26.39,30.71,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,27,31,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,34.72,38.12,44.44
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,27,31,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,34.72,37.92,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,27,31,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,31.94,37.00,44.44
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,31,27,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,33.33,36.77,43.06
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,30.56,35.42,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,31,27,39,41,1,5,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,30.56,34.37,41.67
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,66,58,57,65,64,56,59,53,67,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,31,27,39,41,5,1,13,19,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,31.94,34.34,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,31,27,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,29.17,34.07,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,29.17,33.99,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,1,5,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,29.17,33.14,38.89
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,29.17,32.95,40.28
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,27.78,32.95,40.28
"[0,40,43,3,2,42,39,41,38,26,25,37,36,24,27,31,30,18,17,29,33,69,68,32,35,71,70,34,66,58,57,65,64,56,53,59,67,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,28,16,13,19,1,5,6,14,15,7,4,12,9,49,50,10,11,51,48,8]",59.72,29.17,32.89,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,27.78,31.87,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,32,68,69,33,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,31,27,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,27.78,31.87,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,33,69,32,68,71,35,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,27.78,31.56,37.50
"[0,40,43,3,2,42,41,39,36,24,25,37,38,26,31,27,30,18,17,29,33,69,68,32,35,71,70,34,66,58,57,65,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,28,16,13,19,1,5,6,14,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,27.78,31.44,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,63,23,22,62,61,21,20,60,16,28,29,17,18,30,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,26.39,31.29,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,39,41,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,26.39,30.75,37.50
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,26.39,30.44,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,26.39,30.44,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,30,18,17,29,69,33,32,68,71,35,34,70,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,26.39,30.32,34.72
"[0,40,43,3,2,42,41,39,38,26,25,37,36,24,27,31,35,71,32,68,69,33,34,70,66,58,57,65,64,56,53,59,67,45,44,52,55,47,46,54,63,23,22,62,61,21,60,20,16,28,29,17,30,18,19,13,5,1,6,14,15,7,4,12,9,49,50,10,11,51,48,8]",59.72,26.39,30.30,33.33
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,27,31,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,25.00,29.40,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,34,70,58,66,65,57,56,64,67,59,53,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,25.00,29.40,36.11
"[0,40,43,3,2,42,38,26,25,37,36,24,35,71,68,32,33,69,70,34,58,66,65,57,56,64,67,53,59,45,44,52,55,47,46,54,23,63,62,22,21,61,60,20,16,28,29,17,18,30,31,27,41,39,5,1,19,13,14,6,7,15,12,4,9,49,50,10,11,51,48,8]",59.72,25.00,29.09,34.72
